Flyplass,ICAO,IATA,airline,flight_id,dom_int,schedule_time,arr_dep,airport,via_airport,gate,code,time,uniqueID,delayed,check_in,delayed_minutes
Oslo lufthavn,ENGM,OSL,SK,SK269,D,2020-01-27T12:45:00Z,D,BGO,NA,A2,D,2020-01-27T12:45:00Z,9079783,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY756,D,2020-01-27T12:45:00Z,D,TRD,NA,C6,D,2020-01-27T12:36:00Z,9080831,1,3,-9
Oslo lufthavn,ENGM,OSL,DY,DY334,D,2020-01-27T12:45:00Z,D,BDU,NA,C8,D,2020-01-27T12:42:00Z,9080626,1,3,-3
Oslo lufthavn,ENGM,OSL,SK,SK496,S,2020-01-27T12:55:00Z,D,ARN,NA,E2,D,2020-01-27T12:51:00Z,9081462,1,6 8,-4
Oslo lufthavn,ENGM,OSL,DY,DY816,S,2020-01-27T13:00:00Z,D,ARN,NA,D2,D,2020-01-27T12:49:00Z,9080865,1,3,-11
Oslo lufthavn,ENGM,OSL,SK,SK1905,S,2020-01-27T13:00:00Z,D,BLL,NA,E7,D,2020-01-27T13:00:00Z,9081047,1,6 8,0
Oslo lufthavn,ENGM,OSL,SK,SK809,I,2020-01-27T13:00:00Z,D,LHR,NA,F15,D,2020-01-27T12:57:00Z,9081472,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK4031,D,2020-01-27T13:00:00Z,D,SVG,NA,B1,D,2020-01-27T12:58:00Z,9081228,1,6 8,-2
Oslo lufthavn,ENGM,OSL,WF,WF056,D,2020-01-27T13:00:00Z,D,RRS,NA,A24,D,2020-01-27T12:56:00Z,9081602,1,6 8,-4
Oslo lufthavn,ENGM,OSL,DY,DY410,D,2020-01-27T13:05:00Z,D,AES,NA,C7,D,2020-01-27T12:53:00Z,9080690,1,3,-12
Oslo lufthavn,ENGM,OSL,DY,DY378,D,2020-01-27T13:05:00Z,D,TOS,NA,C1,D,2020-01-27T12:54:00Z,9080674,1,3,-11
Oslo lufthavn,ENGM,OSL,SK,SK1471,S,2020-01-27T13:10:00Z,D,CPH,NA,D10,D,2020-01-27T13:06:00Z,9081025,1,6 8,-4
Oslo lufthavn,ENGM,OSL,WF,WF332,S,2020-01-27T13:15:00Z,D,GOT,NA,E4,D,2020-01-27T13:15:00Z,9081763,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY536,D,2020-01-27T13:15:00Z,D,SVG,NA,A19,D,2020-01-27T13:06:00Z,9080736,1,3,-9
Oslo lufthavn,ENGM,OSL,DY,DY1258,S,2020-01-27T13:30:00Z,D,AMS,NA,E6,D,2020-01-27T13:34:00Z,9080522,1,3,4
Oslo lufthavn,ENGM,OSL,DY,DY346,D,2020-01-27T13:30:00Z,D,BOO,NA,A15,D,2020-01-27T13:25:00Z,9080638,1,3,-5
Oslo lufthavn,ENGM,OSL,SK,SK271,D,2020-01-27T13:30:00Z,D,BGO,NA,C3,D,2020-01-27T13:33:00Z,9106319,1,6 8,3
Oslo lufthavn,ENGM,OSL,SK,SK4116,D,2020-01-27T13:35:00Z,D,BOO,NA,A12,D,2020-01-27T13:35:00Z,9081262,1,6 8,0
Oslo lufthavn,ENGM,OSL,WF,WF193,D,2020-01-27T13:40:00Z,D,FDE,NA,A23,D,2020-01-27T13:40:00Z,9081730,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY618,D,2020-01-27T13:40:00Z,D,BGO,NA,C5,D,2020-01-27T13:35:00Z,9080782,1,3,-5
Oslo lufthavn,ENGM,OSL,SK,SK362,D,2020-01-27T13:40:00Z,D,TRD,NA,A10,D,2020-01-27T13:44:00Z,9081190,1,6 8,4
Oslo lufthavn,ENGM,OSL,SK,SK4524,D,2020-01-27T13:50:00Z,D,MOL,NA,B3,D,2020-01-27T13:49:00Z,9081380,1,6 8,-1
Oslo lufthavn,ENGM,OSL,SK,SK4035,D,2020-01-27T13:55:00Z,D,SVG,NA,A6,D,2020-01-27T13:57:00Z,9081232,1,6 8,2
Oslo lufthavn,ENGM,OSL,WF,WF153,D,2020-01-27T14:00:00Z,D,OSL,"SDN,SOG",A27,D,2020-01-27T14:00:00Z,9081678,1,6 8,0
Oslo lufthavn,ENGM,OSL,SK,SK882,S,2020-01-27T14:00:00Z,D,ARN,NA,E13,D,2020-01-27T14:01:00Z,9081497,1,6 8,1
Oslo lufthavn,ENGM,OSL,SK,SK4094,D,2020-01-27T14:05:00Z,D,EVE,NA,A4,D,2020-01-27T14:20:00Z,8977885,1,6 8,15
Oslo lufthavn,ENGM,OSL,SK,SK459,S,2020-01-27T14:10:00Z,D,CPH,NA,E2,D,2020-01-27T14:08:00Z,9081425,1,6 8,-2
Oslo lufthavn,ENGM,OSL,SK,SK4745,S,2020-01-27T14:15:00Z,D,BRU,NA,E11,D,2020-01-27T14:13:00Z,9081442,1,6 8,-2
Oslo lufthavn,ENGM,OSL,SK,SK4039,D,2020-01-27T14:20:00Z,D,SVG,NA,A8,D,2020-01-27T14:21:00Z,9081236,1,6 8,1
Oslo lufthavn,ENGM,OSL,DY,DY760,D,2020-01-27T14:20:00Z,D,TRD,NA,C9,D,2020-01-27T14:34:00Z,9080835,1,3,14
Oslo lufthavn,ENGM,OSL,DY,DY620,D,2020-01-27T14:25:00Z,D,BGO,NA,A15,D,2020-01-27T14:23:00Z,9080784,1,3,-2
Oslo lufthavn,ENGM,OSL,SK,SK818,S,2020-01-27T14:25:00Z,D,DUS,NA,E7,D,2020-01-27T14:28:00Z,9081479,1,6 8,3
Oslo lufthavn,ENGM,OSL,SK,SK4424,D,2020-01-27T14:25:00Z,D,TOS,NA,B5,D,2020-01-27T14:28:00Z,9081352,1,6 8,3
Oslo lufthavn,ENGM,OSL,SK,SK358,D,2020-01-27T14:25:00Z,D,TRD,NA,A19,D,2020-01-27T14:26:00Z,9111331,1,NA,1
Oslo lufthavn,ENGM,OSL,SK,SK827,S,2020-01-27T14:30:00Z,D,AMS,NA,D7,D,2020-01-27T14:36:00Z,9081483,1,6 8,6
Oslo lufthavn,ENGM,OSL,DY,DY190,D,2020-01-27T14:30:00Z,D,HAU,NA,C4,D,2020-01-27T14:20:00Z,9080584,1,3,-10
Oslo lufthavn,ENGM,OSL,WF,WF135,D,2020-01-27T14:40:00Z,D,FRO,NA,A26,D,2020-01-27T14:35:00Z,9081648,1,6 8,-5
Oslo lufthavn,ENGM,OSL,WF,WF175,D,2020-01-27T14:45:00Z,D,BGO,HOV,A25,D,2020-01-27T14:44:00Z,9081708,1,6 8,-1
Oslo lufthavn,ENGM,OSL,DY,DY622,D,2020-01-27T14:55:00Z,D,BGO,NA,A20,D,2020-01-27T14:55:00Z,9080786,1,3,0
Oslo lufthavn,ENGM,OSL,DY,DY276,D,2020-01-27T14:55:00Z,D,KRS,NA,B4,D,2020-01-27T14:50:00Z,9080598,1,3,-5
Oslo lufthavn,ENGM,OSL,DY,DY762,D,2020-01-27T14:55:00Z,D,TRD,NA,C6,D,2020-01-27T14:46:00Z,9080839,1,3,-9
Oslo lufthavn,ENGM,OSL,KL,KL1148,S,2020-01-27T15:00:00Z,D,AMS,NA,E8,D,2020-01-27T15:00:00Z,9071830,1,8,0
Oslo lufthavn,ENGM,OSL,SK,SK277,D,2020-01-27T15:00:00Z,D,BGO,NA,A2,D,2020-01-27T14:56:00Z,9106388,1,6 8,-4
Oslo lufthavn,ENGM,OSL,DY,DY430,D,2020-01-27T15:00:00Z,D,MOL,NA,B6,D,2020-01-27T14:53:00Z,9080710,1,3,-7
Oslo lufthavn,ENGM,OSL,SK,SK364,D,2020-01-27T15:00:00Z,D,TRD,NA,A12,D,2020-01-27T15:03:00Z,9081192,1,6 8,3
Oslo lufthavn,ENGM,OSL,DY,DY820,S,2020-01-27T15:00:00Z,D,ARN,NA,E6,D,2020-01-27T14:51:00Z,9080867,1,3,-9
Oslo lufthavn,ENGM,OSL,SK,SK316,D,2020-01-27T15:00:00Z,D,HAU,NA,A10,D,2020-01-27T15:01:00Z,9081158,1,6 8,1
Oslo lufthavn,ENGM,OSL,SK,SK221,D,2020-01-27T15:00:00Z,D,KRS,NA,A21,D,2020-01-27T14:58:00Z,9081068,1,6 8,-2
Oslo lufthavn,ENGM,OSL,DY,DY540,D,2020-01-27T15:05:00Z,D,SVG,NA,C8,D,2020-01-27T15:03:00Z,9080742,1,3,-2
Oslo lufthavn,ENGM,OSL,SK,SK811,I,2020-01-27T15:05:00Z,D,LHR,NA,F16,D,2020-01-27T15:05:00Z,9081474,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY328,D,2020-01-27T15:10:00Z,D,ALF,TOS,A6,D,2020-01-27T15:10:00Z,9080616,1,3,0
Oslo lufthavn,ENGM,OSL,SK,SK1326,D,2020-01-27T15:10:00Z,D,AES,NA,A4,D,2020-01-27T15:04:00Z,9081007,1,6 8,-6
Oslo lufthavn,ENGM,OSL,SK,SK1465,S,2020-01-27T15:15:00Z,D,CPH,NA,D3,D,2020-01-27T15:12:00Z,9081020,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK4043,D,2020-01-27T15:15:00Z,D,SVG,NA,A24,D,2020-01-27T15:22:00Z,9081240,1,6 8,7
Oslo lufthavn,ENGM,OSL,SK,SK488,S,2020-01-27T15:15:00Z,D,ARN,NA,E2,D,2020-01-27T15:20:00Z,9081458,1,6 8,5
Oslo lufthavn,ENGM,OSL,DY,DY948,S,2020-01-27T15:25:00Z,D,CPH,NA,D10,D,2020-01-27T15:16:00Z,9080875,1,3,-9
Oslo lufthavn,ENGM,OSL,WF,WF155,D,2020-01-27T15:30:00Z,D,BGO,SOG,A27,D,2020-01-27T15:27:00Z,9081684,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK4122,D,2020-01-27T15:30:00Z,D,BOO,NA,A19,D,2020-01-27T15:30:00Z,8977873,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY350,D,2020-01-27T15:30:00Z,D,BOO,NA,A15,D,2020-01-27T15:24:00Z,9080642,1,3,-6
Oslo lufthavn,ENGM,OSL,WF,WF195,D,2020-01-27T15:40:00Z,D,BGO,FDE,A25,D,2020-01-27T15:38:00Z,9081734,1,6 8,-2
Oslo lufthavn,ENGM,OSL,DY,DY624,D,2020-01-27T15:40:00Z,D,BGO,NA,A21,D,2020-01-27T15:34:00Z,9080788,1,3,-6
Oslo lufthavn,ENGM,OSL,DY,DY764,D,2020-01-27T15:45:00Z,D,TRD,NA,A20,D,2020-01-27T15:35:00Z,9080843,1,3,-10
Oslo lufthavn,ENGM,OSL,SK,SK281,D,2020-01-27T15:45:00Z,D,BGO,NA,C9,D,2020-01-27T15:43:00Z,9081120,1,6 8,-2
Oslo lufthavn,ENGM,OSL,DY,DY1498,S,2020-01-27T15:55:00Z,D,CDG,NA,E9,D,2020-01-27T16:06:00Z,9080546,1,3,11
Oslo lufthavn,ENGM,OSL,DY,DY366,D,2020-01-27T15:55:00Z,D,EVE,NA,A19,D,2020-01-27T16:21:00Z,9080658,1,3,26
Oslo lufthavn,ENGM,OSL,DY,DY414,D,2020-01-27T15:55:00Z,D,AES,NA,A12,D,2020-01-27T15:53:00Z,9080698,1,3,-2
Oslo lufthavn,ENGM,OSL,SK,SK4045,D,2020-01-27T16:00:00Z,D,SVG,NA,A8,D,2020-01-27T15:55:00Z,9081242,1,6 8,-5
Oslo lufthavn,ENGM,OSL,DY,DY1108,S,2020-01-27T16:00:00Z,D,SXF,NA,E6,D,2020-01-27T16:00:00Z,9080512,1,3,0
Oslo lufthavn,ENGM,OSL,SK,SK461,S,2020-01-27T16:00:00Z,D,CPH,NA,E8,D,2020-01-27T15:58:00Z,9081429,1,6 8,-2
Oslo lufthavn,ENGM,OSL,DY,DY822,S,2020-01-27T16:00:00Z,D,ARN,NA,D6,D,2020-01-27T16:00:00Z,9080869,1,3,0
Oslo lufthavn,ENGM,OSL,SK,SK366,D,2020-01-27T16:05:00Z,D,TRD,NA,A10,D,2020-01-27T16:04:00Z,9007029,1,6 8,-1
Oslo lufthavn,ENGM,OSL,DY,DY544,D,2020-01-27T16:10:00Z,D,SVG,NA,B2,D,2020-01-27T16:06:00Z,9080748,1,3,-4
Oslo lufthavn,ENGM,OSL,SK,SK1484,S,2020-01-27T16:10:00Z,D,ARN,NA,E2,D,2020-01-27T16:11:00Z,9081030,1,6 8,1
Oslo lufthavn,ENGM,OSL,SK,SK2305,D,2020-01-27T16:15:00Z,D,KSU,NA,B1,D,2020-01-27T16:17:00Z,9109450,1,NA,2
Oslo lufthavn,ENGM,OSL,WF,WF336,S,2020-01-27T16:15:00Z,D,GOT,NA,E7,D,2020-01-27T16:17:00Z,9081765,1,6 8,2
Oslo lufthavn,ENGM,OSL,DY,DY626,D,2020-01-27T16:20:00Z,D,BGO,NA,A15,D,2020-01-27T16:11:00Z,9080792,1,3,-9
Oslo lufthavn,ENGM,OSL,DY,DY1042,S,2020-01-27T16:30:00Z,D,KRK,NA,E13,D,2020-01-27T16:20:00Z,9080496,1,3,-10
Oslo lufthavn,ENGM,OSL,WF,WF177,D,2020-01-27T16:30:00Z,D,HOV,NA,A25,D,2020-01-27T16:29:00Z,9081712,1,6 8,-1
Oslo lufthavn,ENGM,OSL,SK,SK283,D,2020-01-27T16:35:00Z,D,BGO,NA,A2,D,2020-01-27T16:43:00Z,9081122,1,6 8,8
Oslo lufthavn,ENGM,OSL,SK,SK368,D,2020-01-27T16:35:00Z,D,TRD,NA,A4,D,2020-01-27T16:31:00Z,9106323,1,6 8,-4
Oslo lufthavn,ENGM,OSL,SK,SK4432,D,2020-01-27T16:40:00Z,D,TOS,NA,A6,D,2020-01-27T16:42:00Z,9081356,1,6 8,2
Oslo lufthavn,ENGM,OSL,SK,SK1477,S,2020-01-27T16:50:00Z,D,CPH,NA,D11,D,2020-01-27T17:32:00Z,9081029,1,6 8,42
Oslo lufthavn,ENGM,OSL,SK,SK4124,D,2020-01-27T16:55:00Z,D,BOO,NA,C1,D,2020-01-27T17:13:00Z,9081266,1,6 8,18
Oslo lufthavn,ENGM,OSL,KL,KL1150,S,2020-01-27T16:55:00Z,D,AMS,NA,E9,D,2020-01-27T16:47:00Z,8898522,1,8,-8
Oslo lufthavn,ENGM,OSL,DY,DY356,D,2020-01-27T17:00:00Z,D,BOO,NA,C4,D,2020-01-27T16:48:00Z,9080646,1,3,-12
Oslo lufthavn,ENGM,OSL,DY,DY4120,S,2020-01-27T17:00:00Z,D,ARN,NA,D10,D,2020-01-27T16:52:00Z,9080695,1,3,-8
Oslo lufthavn,ENGM,OSL,DY,DY768,D,2020-01-27T17:00:00Z,D,TRD,NA,A8,D,2020-01-27T17:10:00Z,9080845,1,3,10
Oslo lufthavn,ENGM,OSL,DY,DY632,D,2020-01-27T17:05:00Z,D,BGO,NA,A12,D,2020-01-27T17:01:00Z,9080796,1,3,-4
Oslo lufthavn,ENGM,OSL,DY,DY278,D,2020-01-27T17:10:00Z,D,KRS,NA,C2,D,2020-01-27T17:02:00Z,9080602,1,3,-8
Oslo lufthavn,ENGM,OSL,DY,DY546,D,2020-01-27T17:10:00Z,D,SVG,NA,C6,D,2020-01-27T17:43:00Z,9080752,1,3,33
Oslo lufthavn,ENGM,OSL,SK,SK1330,D,2020-01-27T17:15:00Z,D,AES,NA,A20,D,2020-01-27T17:17:00Z,9111335,1,NA,2
Oslo lufthavn,ENGM,OSL,SK,SK886,S,2020-01-27T17:15:00Z,D,ARN,NA,D7,D,2020-01-27T17:09:00Z,9068018,1,6 8,-6
Oslo lufthavn,ENGM,OSL,WF,WF058,D,2020-01-27T17:30:00Z,D,RRS,NA,A26,D,2020-01-27T17:30:00Z,9081606,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY382,D,2020-01-27T17:30:00Z,D,TOS,NA,A23,D,2020-01-27T17:25:00Z,9080676,1,3,-5
Oslo lufthavn,ENGM,OSL,DY,DY436,D,2020-01-27T17:30:00Z,D,MOL,NA,A15,D,2020-01-27T17:17:00Z,9080714,1,3,-13
Oslo lufthavn,ENGM,OSL,SK,SK287,D,2020-01-27T17:35:00Z,D,BGO,NA,A6,D,2020-01-27T17:48:00Z,9081133,1,6 8,13
Oslo lufthavn,ENGM,OSL,SK,SK370,D,2020-01-27T17:35:00Z,D,TRD,NA,C5,D,2020-01-27T17:35:00Z,9106125,1,6 8,0
Oslo lufthavn,ENGM,OSL,SK,SK1903,S,2020-01-27T17:40:00Z,D,BLL,NA,E7,D,2020-01-27T17:36:00Z,9081045,1,6 8,-4
Oslo lufthavn,ENGM,OSL,DY,DY196,D,2020-01-27T17:45:00Z,D,HAU,NA,A19,D,2020-01-27T17:37:00Z,9080590,1,3,-8
Oslo lufthavn,ENGM,OSL,SK,SK4047,D,2020-01-27T17:45:00Z,D,SVG,NA,A2,D,2020-01-27T17:43:00Z,9081246,1,6 8,-2
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4044,D,2020-01-26T19:00:00Z,D,OSL,NA,18,D,2020-01-26T18:56:00Z,9078541,1,NA,-4
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY547,D,2020-01-26T19:15:00Z,D,OSL,NA,18,D,2020-01-26T20:56:00Z,9078119,1,NA,101
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4196,D,2020-01-26T19:25:00Z,D,TRD,BGO,16A,D,2020-01-26T19:20:00Z,9078591,1,NA,-5
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF548,D,2020-01-26T19:30:00Z,D,BGO,NA,23,D,2020-01-26T19:30:00Z,9078947,1,NA,0
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY551,D,2020-01-26T19:35:00Z,D,OSL,NA,19,D,2020-01-26T19:28:00Z,9078127,1,NA,-7
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF449,D,2020-01-26T20:10:00Z,D,TRF,NA,22,D,2020-01-26T20:00:00Z,9078909,1,NA,-10
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY133,D,2020-01-26T21:15:00Z,D,BGO,NA,19,D,2020-01-26T21:01:00Z,9077911,1,NA,-14
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK1871,S,2020-01-27T04:00:00Z,D,CPH,NA,13,D,2020-01-27T03:53:00Z,9081035,1,NA,-7
"Stavanger lufthavn, Sola",ENZV,SVG,KL,KL1196,S,2020-01-27T04:00:00Z,D,AMS,NA,12,D,2020-01-27T03:49:00Z,8948330,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4002,D,2020-01-27T04:05:00Z,D,OSL,NA,18,D,2020-01-27T04:01:00Z,9109502,1,NA,-4
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4480,D,2020-01-27T04:10:00Z,D,TRD,NA,21,D,2020-01-27T04:06:00Z,9007003,1,NA,-4
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY521,D,2020-01-27T04:30:00Z,D,OSL,NA,16A,D,2020-01-27T04:17:00Z,9080716,1,NA,-13
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4144,D,2020-01-27T04:35:00Z,D,TRD,"BGO,AES",15A,D,2020-01-27T04:33:00Z,9081284,1,NA,-2
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4152,D,2020-01-27T04:55:00Z,D,BGO,NA,20,D,2020-01-27T04:51:00Z,9081292,1,NA,-4
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4004,D,2020-01-27T05:00:00Z,D,OSL,NA,14A,D,2020-01-27T04:54:00Z,8977863,1,NA,-6
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY523,D,2020-01-27T05:30:00Z,D,OSL,NA,19,D,2020-01-27T05:19:00Z,9080720,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4008,D,2020-01-27T05:40:00Z,D,OSL,NA,16A,D,2020-01-27T05:46:00Z,9081212,1,NA,6
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF362,I,2020-01-27T05:50:00Z,D,ABZ,NA,8,D,2020-01-27T05:49:00Z,9081767,1,NA,-1
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY123,D,2020-01-27T06:00:00Z,D,BGO,NA,21,D,2020-01-27T05:50:00Z,9080520,1,NA,-10
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4154,D,2020-01-27T06:00:00Z,D,TRD,BGO,18,D,2020-01-27T05:59:00Z,9081294,1,NA,-1
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY525,D,2020-01-27T06:20:00Z,D,OSL,NA,19,D,2020-01-27T06:15:00Z,9080724,1,NA,-5
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4010,D,2020-01-27T06:25:00Z,D,OSL,NA,17,D,2020-01-27T06:16:00Z,9081214,1,NA,-9
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4012,D,2020-01-27T07:00:00Z,D,OSL,NA,18,D,2020-01-27T06:50:00Z,9079777,1,NA,-10
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4611,I,2020-01-27T07:00:00Z,D,ABZ,NA,9,D,2020-01-27T07:18:00Z,9081430,1,NA,18
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4156,D,2020-01-27T07:20:00Z,D,BGO,NA,19,D,2020-01-27T07:15:00Z,9081298,1,NA,-5
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY1326,I,2020-01-27T07:45:00Z,D,MAN,NA,8,D,2020-01-27T07:34:00Z,9080530,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4014,D,2020-01-27T07:45:00Z,D,OSL,NA,16A,D,2020-01-27T07:51:00Z,9081218,1,NA,6
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK1875,S,2020-01-27T07:50:00Z,D,CPH,NA,13,D,2020-01-27T08:00:00Z,9081038,1,NA,10
"Stavanger lufthavn, Sola",ENZV,SVG,KL,KL1198,S,2020-01-27T07:55:00Z,D,AMS,NA,12,D,2020-01-27T07:39:00Z,9080921,1,NA,-16
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF540,D,2020-01-27T07:55:00Z,D,BGO,NA,22,D,2020-01-27T07:51:00Z,9081856,1,NA,-4
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF435,D,2020-01-27T08:10:00Z,D,TRF,NA,20,D,2020-01-27T08:04:00Z,9081806,1,NA,-6
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY527,D,2020-01-27T08:20:00Z,D,OSL,NA,19,D,2020-01-27T08:09:00Z,9080728,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4018,D,2020-01-27T08:25:00Z,D,OSL,NA,17,D,2020-01-27T08:26:00Z,9052668,1,NA,1
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4016,D,2020-01-27T09:20:00Z,D,OSL,NA,17,D,2020-01-27T09:24:00Z,9109470,1,NA,4
"Stavanger lufthavn, Sola",ENZV,SVG,KL,KL1200,S,2020-01-27T09:55:00Z,D,AMS,NA,12,D,2020-01-27T09:35:00Z,9080923,1,NA,-20
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF364,I,2020-01-27T10:05:00Z,D,ABZ,NA,8,D,2020-01-27T10:06:00Z,9081768,1,NA,1
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF544,D,2020-01-27T11:05:00Z,D,BGO,NA,20,D,2020-01-27T11:04:00Z,9081860,1,NA,-1
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY535,D,2020-01-27T11:25:00Z,D,OSL,NA,19,D,2020-01-27T11:18:00Z,9080734,1,NA,-7
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4024,D,2020-01-27T12:30:00Z,D,OSL,NA,19,D,2020-01-27T12:32:00Z,9081224,1,NA,2
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4172,D,2020-01-27T12:35:00Z,D,TRD,BGO,18,D,2020-01-27T12:27:00Z,9081314,1,NA,-8
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY133,D,2020-01-27T12:50:00Z,D,BGO,NA,21,D,2020-01-27T12:39:00Z,9080532,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF368,I,2020-01-27T13:25:00Z,D,ABZ,NA,8,D,2020-01-27T13:22:00Z,9081770,1,NA,-3
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY537,D,2020-01-27T13:40:00Z,D,OSL,NA,19,D,2020-01-27T13:29:00Z,9080738,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK1877,S,2020-01-27T13:55:00Z,D,CPH,NA,13,D,2020-01-27T13:46:00Z,9081040,1,NA,-9
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4032,D,2020-01-27T14:20:00Z,D,OSL,NA,18,D,2020-01-27T14:18:00Z,9081230,1,NA,-2
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF445,D,2020-01-27T14:45:00Z,D,TRF,NA,22,D,2020-01-27T14:42:00Z,9081810,1,NA,-3
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY541,D,2020-01-27T14:45:00Z,D,OSL,NA,19,D,2020-01-27T14:34:00Z,9080744,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4184,D,2020-01-27T14:50:00Z,D,BGO,NA,17,D,2020-01-27T14:50:00Z,9081324,1,NA,0
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY135,D,2020-01-27T15:10:00Z,D,BGO,NA,21,D,2020-01-27T14:57:00Z,9080540,1,NA,-13
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4615,I,2020-01-27T15:15:00Z,D,ABZ,NA,9,D,2020-01-27T15:07:00Z,9081434,1,NA,-8
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4038,D,2020-01-27T15:15:00Z,D,OSL,NA,18,D,2020-01-27T15:17:00Z,9081234,1,NA,2
"Stavanger lufthavn, Sola",ENZV,SVG,KL,KL1204,S,2020-01-27T15:20:00Z,D,AMS,NA,12,D,2020-01-27T15:09:00Z,8948322,1,NA,-11
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4186,D,2020-01-27T15:45:00Z,D,BGO,NA,16A,D,2020-01-27T15:39:00Z,9081326,1,NA,-6
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4627,I,2020-01-27T15:50:00Z,D,LHR,NA,8,D,2020-01-27T16:36:00Z,9081437,1,NA,46
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY545,D,2020-01-27T16:25:00Z,D,OSL,NA,19,D,2020-01-27T16:33:00Z,9080750,1,NA,8
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4042,D,2020-01-27T16:35:00Z,D,OSL,NA,18,D,2020-01-27T16:31:00Z,9081238,1,NA,-4
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK1879,S,2020-01-27T16:40:00Z,D,CPH,NA,13,D,2020-01-27T17:00:00Z,9081041,1,NA,20
"Stavanger lufthavn, Sola",ENZV,SVG,WF,WF447,D,2020-01-27T17:10:00Z,D,TRF,NA,22,D,2020-01-27T17:00:00Z,9081814,1,NA,-10
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4486,D,2020-01-27T17:15:00Z,D,TRD,NA,21,D,2020-01-27T17:34:00Z,9081366,1,NA,19
"Stavanger lufthavn, Sola",ENZV,SVG,SK,SK4046,D,2020-01-27T17:20:00Z,D,OSL,NA,17,D,2020-01-27T17:15:00Z,9081244,1,NA,-5
"Stavanger lufthavn, Sola",ENZV,SVG,DY,DY1336,I,2020-01-27T17:25:00Z,D,LGW,NA,9,D,2020-01-27T17:17:00Z,9080534,1,NA,-8
